#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654 -107.864900166  -49.432918010
   -3.018392942 -113.276909665  -38.263290954
   -2.895193230 -117.271777960  -26.683361415
   -2.771993518 -119.890093393  -16.087664885
   -2.648793806 -121.313047483   -7.371237397
   -2.525594094 -121.787688575   -0.654235938
   -2.402394382 -121.548103670    4.175297157
   -2.279194670 -120.838173113    6.884329897
   -2.155994958 -119.962963980    6.692567623
   -2.032795246 -119.319855541    3.131042180
   -1.909595535 -119.292934539   -3.090980494
   -1.786395823 -120.077941225   -9.561965369
   -1.663196111 -121.510325902  -13.054184262
   -1.539996399 -123.053055574  -11.096512452
   -1.416796687 -123.982704599   -3.279490446
   -1.293596975 -123.680546641    8.465233188
   -1.170397263 -121.856984859   20.873622482
   -1.047197551 -118.609961732   31.190111233
   -0.923997839 -114.289105841   38.239533315
   -0.800798127 -109.299096465   42.189795072
   -0.677598415 -103.987090011   43.501699668
   -0.554398704  -98.671723083   42.198687122
   -0.431198992  -93.711556875   37.645431849
   -0.307999280  -89.540841176   29.276116288
   -0.184799568  -86.633973600   17.289405492
   -0.061599856  -85.376984387    2.705008691
    0.061599856  -85.978558002  -12.565680514
    0.184799568  -88.390829287  -26.325577589
    0.307999280  -92.304656344  -36.663939405
    0.431198992  -97.219441191  -42.435256771
    0.554398704 -102.551216052  -43.473866570
    0.677598415 -107.734632751  -40.119250087
    0.800798127 -112.249468843  -32.599361508
    0.923997839 -115.573195714  -20.699796160
    1.047197551 -117.146441677   -4.163375735
    1.170397263 -116.424097053   16.337727205
    1.293596975 -113.039681947   38.546614782
    1.416796687 -106.989122051   58.959858834
    1.539996399  -98.730465880   73.863115909
    1.663196111  -89.132804663   80.297649462
    1.786395823  -79.347783434   76.743256974
    1.909595535  -70.625501740   63.185236357
    2.032795246  -64.115696508   41.209949622
    2.155994958  -60.668862591   14.094288941
    2.279194670  -60.656634638  -13.685909942
    2.402394382  -63.876826661  -37.796714365
    2.525594094  -69.668723340  -55.092679802
    2.648793806  -77.116500437  -64.716788655
    2.771993518  -85.317522225  -67.529176183
    2.895193230  -93.525954672  -65.091302237
    3.018392942 -101.182078809  -58.723191708
