#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654  113.420969813   48.492807726
   -3.033261872  118.137009848   38.475563962
   -2.924931091  121.719242383   27.615861852
   -2.816600310  124.125780111   16.937648511
   -2.708269529  125.429783469    7.403293158
   -2.599938748  125.800749508   -0.185007202
   -2.491607967  125.481350878   -5.304759912
   -2.383277185  124.764313298   -7.683887260
   -2.274946404  123.929342581   -7.458546331
   -2.166615623  123.238178935   -5.151093019
   -2.058284842  122.885286979   -1.446994255
   -1.949954061  122.962153258    2.669054106
   -1.841623280  123.454700212    6.118156036
   -1.733292499  124.240565058    8.013544520
   -1.624961717  125.107235922    7.612175795
   -1.516630936  125.786670398    4.641963402
   -1.408300155  126.014377357   -0.724248228
   -1.299969374  125.552074703   -7.946129167
   -1.191638593  124.249613808  -16.080613902
   -1.083307812  122.066018945  -24.086568975
   -0.974977030  119.062636434  -31.001534233
   -0.866646249  115.424320608  -36.020893491
   -0.758315468  111.357465089  -38.697421224
   -0.649984687  107.137522223  -38.853273569
   -0.541653906  103.035328337  -36.489870413
   -0.433323125   99.312882414  -31.935256563
   -0.324992343   96.185101997  -25.448345619
   -0.216661562   93.850645988  -17.325132458
   -0.108330781   92.466413148   -7.961553220
    0.000000000   92.140932139    2.278160256
    0.108330781   92.948461843   12.792876640
    0.216661562   94.880465936   22.888157040
    0.324992343   97.840149929   31.713875048
    0.433323125  101.643006979   38.232156292
    0.541653906  105.975690899   41.445797201
    0.649984687  110.431992395   40.629551986
    0.758315468  114.562136975   35.086461266
    0.866646249  117.854964539   25.052741295
    0.974977030  119.844014815   11.164361363
    1.083307812  120.171650402   -5.370350497
    1.191638593  118.646098199  -22.908600008
    1.299969374  115.257093316  -39.539378868
    1.408300155  110.195666638  -53.407619515
    1.516630936  103.862069105  -62.890584812
    1.624961717   96.782660851  -66.986767246
    1.733292499   89.578335702  -65.216306526
    1.841623280   82.878425381  -57.694427159
    1.949954061   77.274948050  -45.195343778
    2.058284842   73.234174226  -28.998571008
    2.166615623   71.081700322  -10.591145986
    2.274946404   70.962764321    8.254320215
    2.383277185   72.845750483   26.009748051
    2.491607967   76.518505987   41.219530963
    2.599938748   81.648295956   52.790990108
    2.708269529   87.805129192   60.121860051
    2.816600310   94.506716951   62.973350955
    2.924931091  101.287739879   61.556492631
    3.033261872  107.712182821   56.490454870
