#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654 -115.494140342  -53.698301753
   -2.951193099 -123.885788609  -34.013785002
   -2.760793544 -128.376538464  -13.698766001
   -2.570393989 -129.396382214    1.700111962
   -2.379994435 -128.260150365    8.629579843
   -2.189594880 -126.667213679    6.785518999
   -1.999195325 -126.030435807   -0.578936721
   -1.808795770 -126.872536484   -7.696459581
   -1.618396215 -128.582807803   -8.961032420
   -1.427996661 -129.730013401   -1.756055931
   -1.237597106 -128.804462360   12.171449881
   -1.047197551 -124.975702027   27.749883174
   -0.856797996 -118.474777321   39.391110080
   -0.666398442 -110.451853398   43.282273979
   -0.475998887 -102.528608367   38.392336376
   -0.285599332  -96.300774570   25.772302245
   -0.095199777  -93.041099412    7.645222482
    0.095199777  -93.525176130  -12.946332880
    0.285599332  -97.854183440  -31.915444034
    0.475998887 -105.228628741  -44.003410835
    0.666398442 -113.811417685  -43.858149397
    0.856797996 -120.934497410  -28.617063356
    1.047197551 -123.839800717   -0.359733406
    1.237597106 -120.713321055   33.137996755
    1.427996661 -111.567083500   61.008238674
    1.618396215  -98.439243789   73.720351461
    1.808795770  -84.741253633   66.832855248
    1.999195325  -74.102360561   42.435937545
    2.189594880  -69.220879607    7.887287924
    2.379994435  -71.122904516  -27.225162973
    2.570393989  -79.053293298  -54.207575193
    2.760793544  -90.893837069  -67.722553353
    2.951193099 -103.899206831  -66.651071957
