   3.9695190710   -0.6362915609    1.9560317359
   5.3039767249    1.2489537744    0.1373783879
   4.6374550392    2.0013012315    0.1373783879
   3.9695190710   -0.6362915609   -1.6812749600
   2.2171829684   -0.5019975585    2.2391032093
   1.6921829684    0.4073291155    1.9577565573
   2.2171829684   -0.5019975585   -1.9608967907
   2.0903503239   -1.8219927944    2.3318598573
   3.1403503239   -1.8219927944    2.0505132053
   2.6153503239   -2.7313194684    2.0505132053
   3.1403503239   -1.8219927944   -1.5867934906
   2.6153503239   -2.7313194684   -1.5867934906
   2.0903503239   -1.8219927944   -1.8681401427
   0.8509963973   -2.2459351688    2.3066834952
  -0.1990036027   -2.2459351688    2.0253368432
   0.3259963973   -3.1552618428    2.0253368432
   1.3759963973   -3.1552618428    2.0253368432
   0.5921750402   -4.0460772480    1.2566834952
   1.6064923015   -3.9002404426    1.2566834952
   0.1063261345   -4.2094692785    0.2066834952
   1.1041234258   -4.3306238044    0.2066834952
   2.0439323654   -3.9742012872    0.2066834952
   0.5921750402   -4.0460772480   -0.8433165048
   1.6064923015   -3.9002404426   -0.8433165048
   0.3259963973   -3.1552618428   -1.6119698527
   1.3759963973   -3.1552618428   -1.6119698527
   0.8509963973   -2.2459351688   -1.8933165048
   0.1286396435   -1.1164529255    2.1890989342
  -0.3963603565   -0.2071262515    1.9077522822
  -0.3963603565   -2.0257795994    1.9077522822
   1.1786396435   -1.1164529255   -1.7295544137
  -0.3963603565   -0.2071262515   -1.7295544137
  -0.3963603565   -2.0257795994   -1.7295544137
   0.1286396435   -1.1164529255   -2.0109010658
   0.9245936782   -0.0184596209    2.1437502743
   1.4495936782    0.8908670531    1.8624036223
  -0.1254063218   -0.0184596209    1.8624036223
  -0.1254063218   -0.0184596209   -1.7749030736
   1.4495936782   -0.9277862949   -1.7749030736
   0.9245936782   -0.0184596209   -2.0562497257
   0.4157067489    1.3150093900    2.0215640015
   1.4657067489    1.3150093900    1.7402173494
  -0.1092932511    2.2243360639    1.7402173494
   1.4657067489    1.3150093900   -1.8970893465
  -0.1092932511    2.2243360639   -1.8970893465
  -0.1092932511    0.4056827160   -1.8970893465
   0.4157067489    1.3150093900   -2.1784359985
   1.0766667110    2.3178524043    1.8377748090
   2.0566667110    2.3178524043    1.5751846004
   1.5666667110    3.1665573000    1.5751846004
   0.5866667110    3.1665573000    1.5751846004
   2.4499000786    3.3155648468    0.8577748090
   1.6011951829    3.9321850472    0.8577748090
   0.5521382390    3.9321850472    0.8577748090
   3.0366667110    2.3178524043   -0.1222251910
   2.7740765024    3.2978524043   -0.1222251910
   2.0566667110    4.0152621957   -0.1222251910
   1.0766667110    4.2778524043   -0.1222251910
   2.7740765024    2.3178524043   -1.1022251910
   2.4499000786    3.3155648468   -1.1022251910
   1.6011951829    3.9321850472   -1.1022251910
   0.5521382390    3.9321850472   -1.1022251910
   2.0566667110    2.3178524043   -1.8196349824
   1.5666667110    3.1665573000   -1.8196349824
   0.5866667110    3.1665573000   -1.8196349824
   1.0766667110    2.3178524043   -2.0822251910
  -0.9778592040    1.3282740982    1.9563531923
  -0.4528592040    2.2376007722    1.6750065403
  -2.0278592040    1.3282740982    1.6750065403
  -0.4528592040    0.4189474242    1.6750065403
  -0.4528592040    2.2376007722   -1.9623001556
  -0.4528592040    0.4189474242   -1.9623001556
  -0.9778592040    1.3282740982   -2.2436468077
  -0.6099191610    2.6175399618    1.5475072079
  -1.1349191610    3.5268666358    1.5475072079
  -1.9187405181    4.4176820410    0.7788538599
  -2.4045894238    4.5810740715   -0.2711461401
  -3.2317917322    4.0100975441   -0.2711461401
  -1.9187405181    4.4176820410   -1.3211461401
  -0.6099191610    2.6175399618   -2.0897994880
  -1.1349191610    3.5268666358   -2.0897994880
  -1.8150348942    0.2177600362    2.0002344074
  -0.7650348942    0.2177600362    1.7188877553
  -2.3400348942    1.1270867102    1.7188877553
  -0.7650348942    0.2177600362   -1.9184189406
  -2.3400348942    1.1270867102   -1.9184189406
  -2.3400348942   -0.6915666378   -1.9184189406
  -1.8150348942    0.2177600362   -2.1997655926
  -3.0052276271    0.3433276247    1.7952969076
  -3.4952276271    1.1920325204    1.5327066990
  -3.9852276271    0.3433276247    1.5327066990
  -3.4952276271   -0.5053772711    1.5327066990
  -4.3784609948    1.3410400671    0.8152969076
  -4.7026374185    0.3433276247    0.8152969076
  -4.3784609948   -0.6543848178    0.8152969076
  -3.9852276271    2.0407374161   -0.1647030924
  -4.7026374185    1.3233276247   -0.1647030924
  -4.9652276271    0.3433276247   -0.1647030924
  -4.7026374185   -0.6366723753   -0.1647030924
  -4.3784609948    1.3410400671   -1.1447030924
  -4.7026374185    0.3433276247   -1.1447030924
  -4.3784609948   -0.6543848178   -1.1447030924
  -3.4952276271    1.1920325204   -1.8621128839
  -3.9852276271    0.3433276247   -1.8621128839
  -3.4952276271   -0.5053772711   -1.8621128839
  -3.0052276271    0.3433276247   -2.1247030924
  -1.2353204985   -1.0200981321    2.1198942021
  -0.7103204985   -0.1107714581    1.8385475500
  -0.7103204985   -1.9294248061    1.8385475500
  -0.7103204985   -1.9294248061   -1.7987591459
  -1.2353204985   -1.0200981321   -2.0801057979
  -1.0549886820   -2.1898505141    1.8844972944
  -1.5799886820   -3.0991771880    1.8844972944
  -4.1439664986   -2.6924134091    0.0658439464
  -3.6768612532   -3.5824080964    0.0658439464
  -2.8496589448   -4.1533846237    0.0658439464
  -2.3638100391   -3.9899925932   -0.9841560536
  -1.0549886820   -2.1898505141   -1.7528094015
   3.4495693524    0.9636844918    2.6480230683
   4.4370485762    0.9636844918    2.3271716188
   3.7547172141    1.9028330423    2.3271716188
   2.6506818787    1.5441102165    2.3271716188
   2.6506818787    0.3832587671    2.3271716188
   3.7547172141    0.0245359412    2.3271716188
   5.0473442997    0.9636844918    1.4871716188
   4.6735359722    1.9907144310    1.4871716188
   3.7270200603    2.5371856475    1.4871716188
   2.6506818787    2.3473981858    1.4871716188
   1.9481520246    1.5101557083    1.4871716188
   4.6735359722    1.9907144310    0.4488745177
   3.7270200603    2.5371856475    0.4488745177
   5.2661584285   -0.4090471072    1.5849332013
   4.5838270664   -1.3481956578    1.5849332013
   5.8764541520   -0.4090471072    0.7449332013
   5.5026458244    0.6179828320    0.7449332013
   4.5561299126   -1.9825482630    0.7449332013
   5.5026458244   -1.4360770465    0.7449332013
   5.8764541520   -0.4090471072   -0.2933638998
   5.5026458244    0.6179828320   -0.2933638998
   4.5561299126   -1.9825482630   -0.2933638998
   5.5026458244   -1.4360770465   -0.2933638998
   5.2661584285   -0.4090471072   -1.1333638998
   4.5838270664   -1.3481956578   -1.1333638998
   3.8064156578    2.4074613843   -0.2628228949
   5.1267398972    0.8339602286   -1.3011199960
   4.7529315697    1.8609901678   -1.3011199960
   3.8064156578    2.4074613843   -1.3011199960
   2.7300774762    2.2176739225   -1.3011199960
   4.5164441737    0.8339602286   -2.1411199960
   3.8341128116    1.7731087791   -2.1411199960
   2.7300774762    1.4143859533   -2.1411199960
   2.7300774762    0.2535345038   -2.1411199960
   3.8341128116   -0.1051883220   -2.1411199960
   3.5289649499    0.8339602286   -2.4619714455
   3.9291149477   -2.4667271590    1.6781174749
   3.2467835856   -3.4058757095    1.6781174749
   4.5394106712   -2.4667271590    0.8381174749
   2.1427482502   -3.8504408530    0.8381174749
   3.2190864318   -4.0402283147    0.8381174749
   4.1656023437   -3.4937570982    0.8381174749
   4.5394106712   -2.4667271590   -0.2001796262
   3.2190864318   -4.0402283147   -0.2001796262
   4.1656023437   -3.4937570982   -0.2001796262
   3.9291149477   -2.4667271590   -1.0401796262
   3.2467835856   -3.4058757095   -1.0401796262
  -0.6031987408    4.3256020086    1.0648284110
   0.3156200172    4.4134833973    0.2248284110
  -0.6308958946    4.9599546138    0.2248284110
  -1.7072340762    4.7701671520    0.2248284110
   0.3156200172    4.4134833973   -0.8134686901
  -0.6308958946    4.9599546138   -0.8134686901
  -1.7072340762    4.7701671520   -0.8134686901
   0.0791326213    3.3864534580   -1.6534686901
  -0.6031987408    4.3256020086   -1.6534686901
  -3.7453019321    3.1827346972   -0.6609661616
  -3.7453019321    2.0897922642   -0.6609661616
  -1.9664338964    4.2097646364   -1.6992632627
  -3.0427720780    4.0199771746   -1.6992632627
  -3.7453019321    3.1827346972   -1.6992632627
  -3.7453019321    2.0897922642   -1.6992632627
  -1.2564053805    2.6362634807   -2.5392632627
  -1.9387367426    3.5754120312   -2.5392632627
  -3.0427720780    3.2166892054   -2.5392632627
  -3.0427720780    2.0558377560   -2.5392632627
  -1.9387367426    1.6971149301   -2.5392632627
  -2.2438846044    2.6362634807   -2.8601147121
  -2.3236864165    2.7671256409    2.2483044359
  -1.3362071926    2.7671256409    1.9274529865
  -2.0185385547    3.7062741914    1.9274529865
  -3.1225738902    3.3475513656    1.9274529865
  -3.1225738902    2.1866999162    1.9274529865
  -2.0185385547    1.8279770903    1.9274529865
  -2.0462357085    4.3406267966    1.0874529865
  -3.1225738902    4.1508393348    1.0874529865
  -3.8251037442    3.3135968574    1.0874529865
  -3.8251037442    2.2206544244    1.0874529865
  -3.1225738902    4.1508393348    0.0491558854
  -3.8251037442    3.3135968574    0.0491558854
  -3.8251037442    2.2206544244    0.0491558854
  -1.1760106692   -4.0013373076    1.5313176053
  -2.2800460047   -4.4459024510    0.6913176053
  -1.2037078231   -4.6356899128    0.6913176053
  -0.2571919112   -4.0892186963    0.6913176053
  -2.2800460047   -4.4459024510   -0.3469794958
  -1.2037078231   -4.6356899128   -0.3469794958
  -0.2571919112   -4.0892186963   -0.3469794958
  -0.4936793072   -3.0621887571   -1.1869794958
  -1.1760106692   -4.0013373076   -1.1869794958
  -4.1859217943   -1.7112950440   -0.3251560576
  -4.1859217943   -2.8042374770   -0.3251560576
  -4.1859217943   -1.7112950440   -1.3634531587
  -4.1859217943   -2.8042374770   -1.3634531587
  -3.4833919403   -3.6414799545   -1.3634531587
  -2.4070537586   -3.8312674163   -1.3634531587
  -1.6970252427   -2.2577662605   -2.2034531587
  -2.3793566048   -1.3186177100   -2.2034531587
  -3.4833919403   -1.6773405358   -2.2034531587
  -3.4833919403   -2.8381919852   -2.2034531587
  -2.3793566048   -3.1969148111   -2.2034531587
  -2.6845044666   -2.2577662605   -2.5243046082
  -2.7830093498   -2.1142461801    2.5842458735
  -1.7955301259   -2.1142461801    2.2633944241
  -2.4778614880   -1.1750976296    2.2633944241
  -3.5818968234   -1.5338204554    2.2633944241
  -3.5818968234   -2.6946719048    2.2633944241
  -2.4778614880   -3.0533947307    2.2633944241
  -3.5818968234   -0.7305324861    1.4233944241
  -4.2844266775   -1.5677749636    1.4233944241
  -4.2844266775   -2.6607173966    1.4233944241
  -3.5818968234   -3.4979598741    1.4233944241
  -4.2844266775   -1.5677749636    0.3850973230
  -4.2844266775   -2.6607173966    0.3850973230
   3.9651795580   -0.6287753038    2.2997036709
   5.5526303446    1.2882479961    0.6714286294
   5.5526303446    1.2882479961   -0.3966718536
   5.3209146290    0.2730351131   -1.3589971365
   3.9651795580   -0.6287753038   -2.0249468950
   2.2171829684   -0.5019975585    2.5391032093
   1.6965224815    0.3998128584    2.3014284923
   2.2171829684   -0.5019975585   -2.2608967907
   2.0903503239   -1.8219927944    2.6318598573
   3.1316712978   -1.8219927944    2.3941851403
   2.6110108109   -2.7238032113    2.3941851403
   3.9667458819   -1.8219927944   -1.2645156671
   3.1316712978   -1.8219927944   -1.9304654256
   2.6110108109   -2.7238032113   -1.9304654256
   2.0903503239   -1.8219927944   -2.1681401427
   0.8509963973   -2.2459351688    2.6066834952
  -0.1903245766   -2.2459351688    2.3690087782
   0.3303359104   -3.1477455857    2.3690087782
   1.3716568843   -3.1477455857    2.3690087782
  -0.3777813749   -3.6640203130    1.7030590197
   0.5839574669   -4.1032317255    1.7030590197
   1.6304792824   -3.9527646043    1.7030590197
